numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07027;20220207060000;102700;250;1;260;4.200000;277.350000;275.550000;88;34900;0;mq;mq;mq;1;800;mq;mq;mq;101860;mq;mq;1000;276.950000;mq;284.050000;mq;277.950000;mq;mq;5.500000;6.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;2.200000;7.800000;mq;mq;mq;mq;1;mq;870;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20220207060000;102520;320;1;280;3.300000;277.450000;273.950000;78;19760;0;mq;mq;mq;0;mq;mq;mq;mq;100630;mq;mq;920;276.650000;mq;282.850000;mq;274.950000;mq;mq;4.600000;5.400000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;4.000000;9.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20220207060000;102410;400;1;320;4.100000;275.850000;272.250000;77;20000;0;mq;mq;mq;0;mq;mq;mq;mq;101220;mq;mq;620;275.850000;mq;284.250000;mq;274.150000;mq;mq;5.600000;6.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.600000;3.000000;5.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20220207060000;102860;110;1;290;1.900000;282.650000;282.150000;97;18230;0;mq;mq;100;8;450;mq;mq;mq;101660;mq;mq;680;282.650000;mq;284.750000;mq;281.150000;mq;mq;3.000000;5.900000;-10;2;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;1.200000;mq;mq;mq;mq;8;mq;510;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20220207060000;102810;140;1;250;2.100000;282.750000;280.650000;87;16000;2;2;mq;100;8;800;37;mq;mq;102100;mq;mq;920;282.250000;mq;284.650000;mq;mq;mq;mq;3.200000;4.000000;-10;mq;mq;mq;mq;0.000000;0.000000;0.200000;0.200000;2.200000;mq;mq;mq;mq;7;7;600;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20220207060000;102840;220;2;260;2.200000;281.250000;280.350000;94;19840;0;mq;mq;100;8;1250;mq;mq;mq;102380;mq;mq;660;280.550000;mq;285.050000;mq;279.550000;mq;mq;3.400000;4.200000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.400000;1.400000;1.400000;mq;mq;mq;mq;8;mq;1230;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20220207060000;102750;260;1;260;3.200000;277.150000;275.350000;88;20000;0;mq;mq;mq;0;mq;mq;mq;mq;100940;mq;mq;670;277.150000;mq;284.350000;mq;279.250000;mq;mq;4.100000;4.500000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;1.800000;3.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;20220207060000;102590;300;3;270;3.100000;277.450000;273.950000;78;30000;3;0;0;10;1;1250;35;20;10;101460;mq;mq;620;277.450000;mq;283.950000;mq;mq;mq;mq;4.500000;4.800000;-10;2;0.000000;0.000000;-60;0.000000;0.000000;0.000000;5.500000;9.300000;mq;mq;mq;mq;1;6;1200;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20220207060000;102530;430;1;300;4.000000;275.750000;273.450000;85;20000;0;mq;mq;mq;1;1250;mq;mq;mq;101050;mq;mq;370;275.750000;mq;283.750000;mq;273.850000;mq;mq;5.800000;7.900000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;22.100000;26.900000;mq;mq;mq;mq;1;mq;1110;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20220207060000;102390;450;1;280;4.100000;274.450000;271.850000;83;38360;0;mq;mq;mq;1;1250;mq;mq;mq;98050;mq;mq;190;274.450000;mq;282.150000;mq;273.250000;mq;mq;5.700000;11.200000;-10;mq;mq;mq;mq;0.000000;0.000000;1.700000;10.900000;18.800000;mq;mq;mq;mq;1;mq;1020;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07190;20220207060000;102200;590;1;280;3.500000;275.950000;271.950000;75;50730;0;mq;mq;mq;1;800;mq;mq;mq;100320;mq;mq;30;275.550000;mq;282.350000;mq;273.350000;mq;mq;5.300000;5.600000;-10;2;0.000000;mq;mq;0.000000;1.400000;2.800000;10.500000;11.700000;mq;mq;mq;mq;1;mq;930;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07207;20220207060000;102950;160;3;300;4.600000;283.350000;282.550000;95;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;102420;mq;mq;470;283.250000;mq;284.750000;mq;mq;mq;mq;7.900000;8.800000;-10;mq;mq;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20220207060000;102880;260;1;310;1.400000;282.050000;280.150000;88;41180;0;mq;mq;100;8;800;mq;mq;mq;102560;mq;mq;390;281.750000;mq;284.650000;mq;280.750000;mq;mq;2.300000;3.500000;-10;2;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;5;mq;930;6;mq;1170;8;mq;1410;mq;mq;mq;
07240;20220207060000;102780;290;1;290;1.500000;278.150000;277.450000;95;15270;0;mq;mq;mq;0;mq;mq;mq;mq;101380;mq;mq;320;278.150000;mq;284.550000;mq;279.550000;mq;mq;2.500000;3.700000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;1.000000;1.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20220207060000;102730;360;2;310;2.000000;278.650000;276.450000;86;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;100670;mq;mq;150;278.650000;mq;283.350000;mq;282.750000;mq;mq;3.100000;4.400000;-10;mq;0.000000;mq;mq;0.000000;0.200000;0.200000;1.000000;1.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20220207060000;102510;460;1;10;3.000000;277.750000;272.750000;70;52560;0;mq;mq;mq;1;1250;mq;mq;mq;99790;mq;mq;-100;277.750000;mq;283.950000;mq;276.150000;mq;mq;5.100000;10.100000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.400000;1.000000;2.000000;mq;mq;mq;mq;1;mq;1380;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;20220207060000;102310;500;1;290;5.000000;276.650000;271.650000;70;40000;3;0;0;50;4;800;38;23;10;98940;mq;mq;-200;276.650000;mq;282.350000;mq;274.450000;mq;mq;7.500000;8.900000;-10;1;0.000000;0.000000;-60;0.000000;0.000000;5.700000;5.900000;6.500000;mq;mq;mq;mq;1;8;900;4;6;1650;1;3;3000;mq;mq;mq;
07314;20220207060000;102930;130;3;300;7.900000;283.650000;281.950000;89;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;102650;mq;mq;140;283.550000;mq;284.250000;mq;mq;mq;mq;11.200000;11.300000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20220207060000;102810;240;1;310;3.300000;281.350000;279.850000;90;54500;0;mq;mq;100;7;450;mq;mq;mq;101330;mq;mq;150;281.150000;mq;284.150000;mq;280.550000;mq;mq;5.200000;5.900000;-10;mq;mq;mq;mq;0.000000;0.800000;1.000000;1.200000;1.200000;mq;mq;mq;mq;1;mq;480;7;mq;1170;8;mq;1680;mq;mq;mq;
07434;20220207060000;102800;200;3;340;4.800000;279.650000;278.250000;91;19230;51;mq;mq;100;8;250;mq;mq;mq;97900;mq;mq;-50;279.650000;mq;281.450000;mq;279.250000;mq;mq;7.600000;10.900000;-10;2;0.000000;mq;mq;0.400000;0.800000;2.400000;4.600000;5.400000;mq;mq;mq;mq;2;mq;270;5;mq;420;5;mq;570;mq;mq;mq;
07460;20220207060000;102620;320;3;350;1.300000;280.950000;277.550000;79;60000;0;mq;mq;90;7;800;mq;mq;mq;98600;mq;mq;-220;280.650000;mq;283.650000;mq;276.950000;mq;mq;2.400000;9.800000;-10;2;0.000000;mq;mq;-0.100000;0.200000;0.200000;0.200000;0.200000;mq;mq;mq;mq;2;mq;870;5;mq;1110;7;mq;1380;mq;mq;mq;
07471;20220207060000;mq;160;3;320;5.800000;279.050000;277.350000;89;13960;61;mq;mq;100;8;450;mq;mq;mq;92630;92500;845;-320;277.250000;mq;280.250000;mq;274.850000;mq;mq;10.100000;10.900000;-10;2;0.000000;mq;mq;0.400000;1.400000;1.400000;1.400000;1.400000;mq;mq;mq;mq;4;mq;390;5;mq;540;7;mq;780;mq;9;mq;
07481;20220207060000;102520;350;3;20;7.900000;279.250000;278.050000;92;10000;61;6;6;100;8;450;35;mq;mq;99570;mq;mq;-380;279.250000;mq;281.750000;mq;mq;mq;mq;11.800000;16.000000;-10;2;0.000000;0.000000;-60;1.000000;3.800000;4.200000;4.400000;4.400000;mq;mq;mq;mq;2;6;300;6;6;800;8;6;1200;mq;mq;mq;
07510;20220207060000;103040;110;3;300;4.000000;283.850000;282.950000;94;9230;0;mq;mq;100;8;450;mq;mq;mq;102450;mq;mq;10;283.550000;mq;284.450000;mq;281.950000;mq;mq;6.800000;7.100000;-10;2;0.000000;mq;mq;-0.100000;-0.100000;0.600000;1.000000;1.000000;mq;mq;mq;mq;1;mq;300;3;mq;900;8;mq;1290;mq;mq;mq;
07535;20220207060000;102820;120;3;290;3.400000;282.150000;281.350000;95;2270;61;mq;mq;100;8;80;mq;mq;mq;99650;mq;mq;-210;280.750000;mq;282.350000;mq;279.650000;mq;mq;6.400000;9.000000;-10;2;0.000000;mq;mq;0.400000;0.600000;1.200000;1.200000;1.200000;mq;mq;mq;mq;7;mq;90;8;mq;210;mq;mq;mq;mq;mq;mq;
07558;20220207060000;102460;60;3;310;9.500000;279.350000;278.650000;95;7010;61;mq;mq;mq;mq;mq;mq;mq;mq;94010;mq;mq;-320;276.150000;mq;279.350000;mq;276.250000;mq;mq;14.200000;14.200000;-10;mq;mq;mq;mq;0.400000;1.000000;1.000000;1.800000;1.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20220207060000;102260;50;3;20;4.200000;280.250000;275.550000;72;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;101350;mq;mq;-500;277.650000;mq;281.750000;mq;277.750000;mq;mq;6.700000;6.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20220207060000;mq;70;6;30;4.100000;273.350000;267.750000;66;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;91600;mq;mq;-610;mq;268.950000;mq;282.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20220207060000;103120;30;3;230;2.700000;281.950000;281.650000;98;6960;53;mq;mq;100;8;150;mq;mq;mq;102390;mq;mq;-30;281.350000;mq;282.650000;mq;280.750000;mq;mq;4.800000;5.800000;-10;mq;0.000000;mq;mq;1.000000;2.200000;2.200000;2.200000;2.200000;mq;mq;mq;mq;7;mq;120;7;mq;420;8;mq;960;mq;mq;mq;
07621;20220207060000;103210;50;1;250;4.200000;280.750000;277.550000;80;60000;0;mq;mq;90;6;450;mq;mq;mq;98770;mq;mq;70;275.650000;mq;280.950000;mq;277.150000;mq;mq;6.400000;6.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;540;6;mq;1410;7;mq;1740;mq;mq;mq;
07627;20220207060000;103130;10;1;130;0.700000;280.950000;276.050000;71;20000;0;mq;mq;100;8;1250;mq;mq;mq;98100;mq;mq;10;273.850000;mq;283.050000;mq;274.350000;mq;mq;2.300000;7.600000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;8;mq;1020;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20220207060000;103030;120;3;260;8.000000;281.350000;279.950000;91;52480;0;mq;mq;100;8;250;mq;mq;mq;101180;mq;mq;-90;281.150000;mq;282.550000;mq;279.250000;mq;mq;11.900000;11.900000;-10;1;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;1;mq;240;3;mq;810;7;mq;1500;mq;mq;mq;
07643;20220207060000;102280;-60;8;290;8.700000;285.050000;278.850000;66;60000;0;mq;mq;mq;mq;mq;mq;mq;mq;102180;mq;mq;mq;280.850000;mq;285.050000;mq;278.150000;mq;mq;mq;13.900000;-10;mq;0.000000;mq;mq;mq;0.000000;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20220207060000;101860;-220;6;310;12.300000;283.250000;278.850000;74;59520;0;mq;mq;mq;1;800;mq;mq;mq;101470;mq;mq;-640;280.450000;mq;283.550000;mq;277.150000;mq;mq;16.200000;16.200000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;660;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20220207060000;mq;mq;mq;300;17.200000;mq;mq;mq;20000;3;0;mq;10;1;800;31;20;10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;26.300000;27.300000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;1;8;900;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20220207060000;100940;-130;6;330;5.900000;279.650000;274.150000;68;40000;1;0;0;25;2;800;35;20;10;100620;mq;mq;-1290;279.650000;mq;284.950000;mq;278.250000;mq;mq;7.500000;7.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;6;720;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07747;20220207060000;102470;-70;5;300;12.000000;286.350000;277.450000;55;60000;0;mq;mq;mq;4;5760;mq;mq;mq;101940;mq;mq;-320;283.450000;mq;286.350000;mq;279.250000;mq;mq;20.000000;23.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;5760;4;mq;6600;mq;mq;mq;mq;mq;mq;
07761;20220207060000;101710;-160;6;120;1.100000;283.750000;280.850000;82;15860;0;mq;mq;100;8;800;mq;mq;mq;101600;mq;mq;-640;281.250000;mq;285.250000;mq;280.150000;mq;mq;2.600000;3.600000;-10;mq;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;7;mq;870;8;mq;1020;mq;mq;mq;mq;mq;mq;
07790;20220207060000;101080;-180;6;220;3.700000;280.250000;278.550000;89;31120;0;mq;mq;mq;1;1750;mq;mq;mq;100930;mq;mq;-1220;278.950000;mq;282.450000;mq;277.850000;mq;mq;5.300000;5.900000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.200000;0.200000;mq;mq;mq;mq;1;mq;1680;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20220207060000;101160;200;1;mq;mq;303.050000;298.750000;78;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101110;mq;mq;330;mq;298.850000;mq;304.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;0.200000;0.200000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20220207060000;101150;100;0;mq;mq;302.650000;299.250000;82;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101060;mq;mq;220;mq;300.250000;mq;303.350000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.400000;0.400000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20220207060000;101320;30;0;90;7.800000;302.650000;295.850000;67;32420;0;mq;mq;mq;0;mq;mq;mq;mq;101170;mq;mq;100;mq;mq;mq;mq;mq;mq;mq;10.600000;10.600000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;2.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61996;20220207060000;102360;0;0;140;6.500000;290.650000;286.950000;79;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102010;mq;mq;-120;mq;289.250000;mq;296.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.200000;0.400000;0.400000;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20220207060000;102690;10;3;50;3.100000;282.450000;279.150000;80;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100900;mq;mq;310;mq;278.250000;mq;283.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20220207060000;101040;40;3;260;16.500000;282.050000;272.950000;53;30000;2;mq;mq;90;4;1250;35;24;11;100670;mq;mq;mq;278.350000;mq;mq;mq;278.150000;mq;mq;mq;22.600000;-10;mq;mq;mq;mq;0.000000;mq;mq;mq;0.000000;mq;mq;mq;mq;4;6;990;7;0;6900;mq;mq;mq;mq;mq;mq;
71805;20220207060000;103870;100;3;340;4.600000;265.750000;262.050000;72;18000;0;mq;mq;100;mq;800;mq;mq;mq;103780;mq;mq;mq;mq;264.850000;mq;266.150000;264.150000;mq;mq;mq;6.700000;-10;mq;mq;mq;mq;mq;0.000000;mq;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78890;20220207060000;101500;20;0;70;10.800000;296.950000;291.850000;73;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101180;mq;mq;60;295.550000;mq;301.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.200000;0.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20220207060000;101590;90;8;60;11.000000;297.750000;292.550000;73;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101070;mq;mq;70;mq;295.150000;mq;299.150000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.600000;22.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20220207060000;101530;-110;8;100;2.600000;296.450000;294.350000;88;35000;0;mq;mq;100;mq;800;mq;mq;mq;mq;mq;mq;60;mq;293.550000;mq;301.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;mq;0.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20220207060000;101470;-70;8;90;5.200000;298.250000;293.550000;75;60000;0;mq;mq;mq;2;800;mq;mq;mq;101380;mq;mq;0;mq;302.650000;mq;302.650000;mq;mq;mq;8.300000;10.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;960;4;mq;5340;5;mq;6660;mq;8;mq;
81401;20220207060000;mq;130;7;0;0.000000;296.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101070;mq;mq;100;mq;296.350000;mq;304.050000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20220207060000;101130;-150;8;0;0.000000;297.450000;296.450000;94;6690;0;mq;mq;mq;4;450;mq;mq;mq;101040;mq;mq;100;mq;mq;mq;mq;300.050000;mq;mq;0.000000;1.100000;-10;mq;mq;mq;mq;0.000000;-0.100000;-0.100000;0.200000;0.800000;mq;mq;mq;mq;3;mq;540;4;mq;810;mq;mq;mq;mq;mq;mq;
81408;20220207060000;101080;180;8;0;0.000000;296.950000;296.650000;98;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101000;mq;mq;70;mq;296.950000;mq;301.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.200000;0.200000;1.600000;6.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81415;20220207060000;101220;120;8;260;0.600000;297.250000;297.050000;99;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100000;mq;mq;140;mq;296.550000;mq;301.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.200000;1.200000;1.200000;1.400000;3.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20220207060000;99480;0;0;140;3.100000;275.250000;262.350000;38;50000;2;1;1;50;0;8000;30;20;11;98950;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;15.400000;-60;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;4;0;5400;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07005;20220207090000;102840;380;3;290;2.600000;278.050000;274.550000;78;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;101940;mq;mq;1850;mq;mq;mq;mq;274.850000;mq;mq;3.700000;4.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;5.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20220207090000;102720;400;3;270;4.200000;276.950000;273.850000;80;42370;0;mq;mq;mq;0;mq;mq;mq;mq;102130;mq;mq;1960;mq;mq;mq;mq;274.050000;mq;mq;5.500000;5.500000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;3.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20220207090000;102930;300;1;300;2.700000;282.750000;278.150000;73;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;102820;mq;mq;1630;mq;mq;mq;mq;mq;mq;mq;3.500000;4.800000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;3.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20220207090000;103000;300;3;260;4.000000;279.450000;276.650000;82;19190;0;mq;mq;mq;0;mq;mq;mq;mq;102160;mq;mq;1460;mq;mq;mq;mq;277.550000;mq;mq;5.000000;5.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;6.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07037;20220207090000;102850;330;3;260;2.800000;278.050000;275.050000;81;18140;0;mq;mq;mq;2;800;mq;mq;mq;100960;mq;mq;1440;mq;mq;mq;mq;274.350000;mq;mq;3.700000;3.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;7.800000;mq;mq;mq;mq;2;mq;780;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07072;20220207090000;102810;400;3;300;2.200000;278.050000;273.650000;73;20000;0;mq;mq;mq;0;mq;mq;mq;mq;101620;mq;mq;1260;mq;mq;mq;mq;272.150000;mq;mq;4.000000;4.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;2.400000;5.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07110;20220207090000;103090;230;3;300;2.600000;283.150000;282.950000;99;11180;0;mq;mq;100;8;150;mq;mq;mq;101890;mq;mq;960;mq;mq;mq;mq;279.950000;mq;mq;4.400000;4.900000;-10;2;0.000000;mq;mq;0.200000;0.200000;0.200000;0.200000;0.600000;mq;mq;mq;mq;8;mq;120;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20220207090000;103080;260;3;220;2.500000;282.550000;281.150000;91;9000;2;2;mq;100;8;800;37;mq;mq;102360;mq;mq;1260;mq;mq;mq;mq;mq;mq;mq;3.900000;4.300000;-10;1;mq;mq;mq;0.000000;0.000000;0.000000;0.200000;0.400000;mq;mq;mq;mq;8;7;600;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07130;20220207090000;103070;230;3;220;0.600000;281.950000;280.550000;91;18900;0;mq;mq;75;6;1250;mq;mq;mq;102610;mq;mq;960;mq;mq;mq;mq;277.150000;mq;mq;1.400000;1.700000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;1.200000;1.400000;mq;mq;mq;mq;6;mq;1260;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07139;20220207090000;103040;290;3;260;1.900000;278.750000;276.050000;83;19590;0;mq;mq;mq;0;mq;mq;mq;mq;101230;mq;mq;1100;mq;mq;mq;mq;278.750000;mq;mq;3.100000;3.100000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;1.000000;3.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07149;20220207090000;102910;330;2;280;2.800000;278.950000;275.450000;78;30000;3;0;0;10;1;450;31;20;10;101790;mq;mq;1160;mq;mq;mq;mq;mq;mq;mq;4.700000;4.700000;-10;1;0.000000;0.000000;-30;0.000000;0.000000;0.000000;0.200000;9.100000;mq;mq;mq;mq;1;8;330;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20220207090000;102880;360;1;280;3.500000;279.050000;274.350000;72;19920;0;mq;mq;mq;0;mq;mq;mq;mq;101410;mq;mq;880;mq;mq;mq;mq;272.850000;mq;mq;4.800000;4.900000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;3.800000;26.900000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07181;20220207090000;102750;370;1;280;5.000000;276.050000;272.750000;79;31330;0;mq;mq;mq;1;800;mq;mq;mq;98420;mq;mq;730;mq;mq;mq;mq;272.950000;mq;mq;6.700000;6.700000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;5.700000;18.800000;mq;mq;mq;mq;1;mq;870;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07190;20220207090000;102610;410;3;190;2.600000;277.750000;272.750000;70;47240;0;mq;mq;mq;3;1250;mq;mq;mq;100730;mq;mq;610;mq;mq;mq;mq;273.250000;mq;mq;4.100000;9.500000;-10;mq;0.000000;mq;mq;0.000000;0.000000;1.400000;8.900000;11.700000;mq;mq;mq;mq;1;mq;1110;3;mq;1290;5;mq;1620;mq;mq;mq;
07207;20220207090000;103140;190;3;280;3.600000;283.750000;283.250000;97;6000;2;2;mq;100;8;150;36;mq;mq;102610;mq;mq;710;mq;mq;mq;mq;mq;mq;mq;6.400000;7.300000;-10;1;mq;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;6;7;150;2;6;800;mq;mq;mq;mq;mq;mq;
